time,latitude,longitude,speed,speed_limit,acceleration,heading,yaw_rate,steering_angle,jerk,traffic_condition,road_condition,road_type,time_of_day,sudden_brake,sudden_acceleration,sudden_stop,sudden_turn,tight_turn,speeding,anomaly_explanation
4310,48.51513,73.71722,49.84,100,-3.0,343.84,0.85,0.43,0.0,1,2,0,3,0,0,0,0,0,0,
4311,48.51589,73.71685,39.58,100,2.0,334.04,2.2,1.33,1.0,2,2,0,3,0,0,0,0,0,0,
4312,48.51705,73.71618,76.51,100,-3.0,329.99,0.61,0.3,-1.0,0,0,0,0,0,0,0,0,0,0,
4313,48.51814,73.71542,21.56,40,2.23,325.11,3.67,3.49,3.51,1,1,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 2.23 m/s² (above +2 threshold)
4314,48.5252,73.71076,35.15,100,2.0,344.48,39.7,31.76,0.0,0,0,0,2,0,0,0,1,0,0,Sudden turn with yaw rate 39.7 deg/s (above 25 threshold) at speed 35.15 km/h
4315,48.53287,73.70551,55.23,100,-3.0,325.61,0.16,0.08,-1.0,0,3,0,1,0,0,0,0,0,0,
4316,48.53889,73.70144,32.32,60,-3.0,325.94,0.23,0.16,0.0,0,2,2,2,0,0,0,0,0,0,
4317,48.54352,73.69836,32.09,40,2.0,326.37,0.23,0.16,1.0,0,0,1,0,0,0,0,0,0,0,
4318,48.54539,73.69712,75.53,100,-1.43,326.45,0.01,0.01,-1.0,0,1,0,3,0,0,0,0,0,0,
4319,48.54633,73.69651,28.65,40,2.0,327.02,0.34,0.26,1.0,0,0,1,3,0,0,0,0,0,0,
4320,48.54701,73.69619,91.53,100,-3.0,334.8,1.17,0.58,-1.0,0,0,0,0,0,0,0,0,0,0,
4321,48.54745,73.69606,16.83,40,-3.0,343.54,8.01,8.96,0.0,2,0,1,0,0,0,0,0,0,0,
4322,48.54787,73.696,27.41,40,2.0,351.87,5.14,4.12,1.0,2,1,1,2,0,0,0,0,0,0,
4323,48.55279,73.69609,27.83,40,-0.6,1.05,25.0,19.83,-1.0,1,1,1,1,0,0,0,0,0,0,
4324,48.56411,73.69631,25.96,40,0.97,1.11,0.04,0.04,1.0,1,1,1,3,0,0,0,0,0,0,
4325,48.58033,73.69667,30.15,40,-3.0,1.27,0.09,0.07,-1.0,0,0,1,2,0,0,0,0,0,0,
4326,48.58217,73.69695,10.19,40,2.0,8.65,9.72,14.44,1.0,1,2,1,3,0,0,0,0,0,0,
4327,48.58319,73.69711,56.88,100,2.0,8.91,0.04,0.02,0.0,1,1,0,0,0,0,0,0,0,0,
4328,48.58319,73.69711,19.81,40,-3.0,0.0,7.19,7.23,-1.0,1,2,1,3,0,0,0,0,0,0,
4329,48.58401,73.69719,41.45,100,1.51,5.57,1.2,0.7,1.0,0,3,0,3,0,0,0,0,0,0,
4330,48.58602,73.69755,23.44,40,-3.0,10.15,3.22,2.89,-1.0,1,1,1,0,0,0,0,0,0,0,
4331,48.60043,73.70003,17.0,40,2.0,9.77,0.35,0.39,1.0,2,0,1,2,0,0,0,0,0,0,
4332,48.61099,73.70182,63.79,100,-7.2,9.62,0.02,0.01,-2.68,0,1,0,1,1,0,0,0,0,0,Sudden brake with acceleration -7.2 m/s² (below -6 threshold)
4333,48.61182,73.70197,44.08,60,-1.2,10.24,0.32,0.17,-1.0,0,1,2,3,0,0,0,0,0,0,
4334,48.62608,73.70444,60.91,100,-3.0,9.83,0.06,0.03,-1.0,1,0,0,0,0,0,0,0,0,0,
4335,48.62894,73.70497,14.71,40,-2.87,10.5,0.68,0.83,0.13,2,1,1,3,0,0,0,0,0,0,
4336,48.64031,73.70745,54.03,100,2.0,12.3,0.31,0.15,1.0,2,0,0,1,0,0,0,0,0,0,
4337,48.64603,73.70848,47.25,60,-3.0,10.21,1.04,0.55,-1.0,0,0,2,2,0,0,0,0,0,0,
4338,48.64887,73.70894,37.05,40,-3.0,9.2,0.48,0.31,0.0,0,0,1,2,0,0,0,0,0,0,
4339,48.67168,73.71282,27.85,40,-1.38,9.65,0.28,0.22,1.0,2,0,1,0,0,0,0,0,0,0,
4340,48.67871,73.71404,33.73,40,2.0,9.85,0.1,0.07,1.0,0,1,1,2,0,0,0,0,0,0,
4341,48.68469,73.71509,65.59,100,-2.08,9.96,0.02,0.01,-1.0,1,0,0,2,0,0,0,0,0,0,
4342,48.68555,73.71509,50.41,40,-3.0,0.0,5.9,4.57,-0.92,0,0,1,0,0,0,0,0,0,1,Speeding at 50.41 km/h with limit 40 km/h (26% over)
4343,48.6864,73.71493,50.19,60,0.68,349.34,25.0,12.5,1.0,0,0,2,0,0,0,0,0,0,0,
4344,48.68692,73.71473,30.38,40,-3.0,338.96,5.87,4.36,-1.0,0,0,1,2,0,0,0,0,0,0,
4345,48.68743,73.71446,76.21,40,2.0,332.1,5.95,6.37,1.0,1,1,1,2,0,0,0,0,0,0,
4346,48.69357,73.71061,0.0,100,-6.82,327.91,0.63,0.31,-3.38,0,0,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 76.2 km/h and hard braking (-6.82 m/s²)
4347,48.69857,73.70757,37.66,40,-3.0,328.7,0.37,0.23,-1.0,0,0,1,1,0,0,0,0,0,0,
4348,48.70139,73.7058,36.77,40,0.8,327.89,0.39,0.25,1.0,0,0,1,0,0,0,0,0,0,0,
4349,48.7052,73.7034,49.82,40,2.0,327.79,0.04,0.03,1.0,0,0,1,2,0,0,0,0,0,1,Speeding at 49.82 km/h with limit 40 km/h (25% over)
4350,48.70762,73.7019,79.26,100,2.0,328.21,0.06,0.03,0.0,0,0,0,2,0,0,0,0,0,0,
4351,48.7117,73.70093,59.26,100,-3.0,346.63,2.87,1.43,-1.0,1,0,0,3,0,0,0,0,0,0,
4352,48.71448,73.70054,69.36,100,-3.0,352.01,0.81,0.4,0.0,1,1,0,3,0,0,0,0,0,0,
4353,48.71699,73.70062,72.1,60,-3.0,1.83,15.0,10.0,0.0,2,0,2,3,0,0,0,0,0,1,Speeding at 72.1 km/h with limit 60 km/h (20% over)
4354,48.71916,73.70089,24.81,40,1.97,7.09,3.53,3.04,1.0,0,2,1,2,0,0,0,0,0,0,
4355,48.72137,73.7015,47.6,100,-1.99,15.43,1.59,0.83,-1.0,0,3,0,1,0,0,0,0,0,0,
4356,48.72357,73.70231,20.03,40,-3.0,20.21,3.82,3.82,-1.0,2,1,1,0,0,0,0,0,0,0,
4357,48.72644,73.70327,28.89,40,2.0,18.49,1.01,0.78,1.0,2,0,1,2,0,0,0,0,0,0,
4358,48.72869,73.70423,93.25,100,2.0,23.11,0.69,0.35,0.0,0,0,0,3,0,0,0,0,0,0,
4359,48.7341,73.70489,73.9,100,-3.0,6.96,2.42,1.21,-1.0,1,0,0,2,0,0,0,0,0,0,
4360,48.75397,73.69977,24.27,40,-3.0,345.55,25.0,21.88,0.0,0,1,1,0,0,0,0,0,0,0,
4361,48.75655,73.69956,21.84,40,-2.83,355.35,7.3,6.88,0.17,1,1,1,3,0,0,0,0,0,0,
4362,48.76148,73.69928,77.04,40,2.0,356.75,1.25,1.36,1.0,2,0,1,3,0,0,0,0,0,0,
4363,48.76409,73.69941,0.0,100,-8.2,2.85,25.0,12.5,-2.63,1,0,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 77.0 km/h and hard braking (-8.2 m/s²)
4364,48.77008,73.69979,22.63,40,-3.0,3.63,0.56,0.52,-1.0,2,0,1,3,0,0,0,0,0,0,
4365,48.77181,73.69998,23.91,40,1.47,6.27,1.82,1.61,1.0,1,2,1,1,0,0,0,0,0,0,
4366,48.77387,73.69979,26.16,40,2.0,354.73,25.0,20.74,0.53,0,0,1,1,0,0,0,0,0,0,
4367,48.77574,73.69974,37.34,40,-0.58,10.13,42.76,34.21,-1.0,1,0,1,2,0,0,0,1,0,0,Sudden turn with yaw rate 42.76 deg/s (above 25 threshold) at speed 37.34 km/h
4368,48.77804,73.70001,24.78,40,-2.58,6.7,25.0,21.56,-1.0,2,0,1,0,0,0,0,0,0,0,
4369,48.77926,73.70034,31.16,60,2.0,15.14,6.07,4.42,1.0,2,1,2,1,0,0,0,0,0,0,
4370,48.78295,73.70057,90.7,100,2.0,3.57,1.74,0.87,0.0,0,0,0,2,0,0,0,0,0,0,
4371,48.78456,73.70052,79.44,100,-3.0,358.22,25.0,12.5,-1.0,0,0,0,1,0,0,0,0,0,0,
4372,48.7864,73.70016,81.89,100,-3.0,13.62,27.6,22.08,0.0,0,0,0,3,0,0,0,1,0,0,Sudden turn with yaw rate 27.6 deg/s (above 25 threshold) at speed 81.89 km/h
4373,48.78669,73.70015,35.74,60,-3.0,358.03,5.81,3.81,0.0,1,1,2,2,0,0,0,0,0,0,
4374,48.79098,73.69863,18.63,40,2.0,340.49,14.84,15.56,1.0,2,0,1,2,0,0,0,0,0,0,
4375,48.79712,73.69653,51.35,60,1.08,341.12,0.29,0.14,-0.92,0,0,2,3,0,0,0,0,0,0,
4376,48.80201,73.69475,21.21,40,-3.0,340.0,0.85,0.82,-1.0,1,3,1,1,0,0,0,0,0,0,
4377,48.81184,73.69164,13.91,40,2.0,342.44,2.59,3.24,1.0,2,1,1,0,0,0,0,0,0,0,
4378,48.81429,73.69088,26.25,40,2.0,342.77,0.21,0.17,0.0,1,0,1,3,0,0,0,0,0,0,
4379,48.8192,73.68945,20.57,40,2.0,343.76,0.78,0.76,0.0,0,0,1,0,0,0,0,0,0,0,
4380,48.82655,73.68722,63.09,100,0.6,343.12,0.1,0.05,-1.0,0,1,0,2,0,0,0,0,0,0,
4381,48.83636,73.68416,22.01,40,-0.16,342.68,0.33,0.31,-0.76,2,0,1,3,0,0,0,0,0,0,
4382,48.84573,73.68126,62.7,100,-5.88,342.8,0.02,0.01,-3.35,0,0,0,3,1,0,0,0,0,0,Sudden brake with acceleration -5.88 m/s² (below -6 threshold)
4383,48.84631,73.68123,43.13,40,-3.0,357.04,12.31,13.14,-1.0,1,0,1,3,0,0,0,0,0,0,
4384,48.84889,73.68061,38.56,60,2.0,346.49,6.3,3.89,1.0,1,2,2,1,0,0,0,0,0,0,
4385,48.85146,73.67991,31.58,40,-7.15,344.76,0.94,0.68,-3.68,1,0,1,3,1,0,0,0,0,0,Sudden brake with acceleration -7.15 m/s² (below -6 threshold)
4386,48.85361,73.67905,19.86,40,2.0,338.2,4.4,3.79,1.0,2,0,1,3,0,0,0,0,0,0,
4387,48.85552,73.67821,60.05,100,2.0,336.26,0.3,0.15,0.0,1,0,0,0,0,0,0,0,0,0,
4388,48.85662,73.67787,48.29,60,-3.0,342.82,3.2,1.65,-1.0,0,0,2,1,0,0,0,0,0,0,
4389,48.85722,73.67769,43.32,60,2.0,343.3,0.26,0.14,1.0,1,0,2,3,0,0,0,0,0,0,
4390,48.8666,73.67481,85.06,100,2.0,342.93,0.06,0.03,0.0,0,0,0,2,0,0,0,0,0,0,
4391,48.8666,73.67481,51.23,60,-2.17,0.0,25.0,12.5,-1.0,0,0,2,1,0,0,0,0,0,0,
4392,48.86867,73.67395,79.85,100,-3.0,337.44,25.0,12.5,-0.83,0,0,0,2,0,0,0,0,0,0,
4393,48.87056,73.67286,136.16,100,-3.0,330.03,1.77,1.14,0.0,2,3,0,2,0,0,0,0,0,1,Speeding at 136.16 km/h with limit 100 km/h (36% over)
4394,48.87283,73.67124,30.43,40,2.0,324.49,3.13,2.32,1.0,0,0,1,0,0,0,0,0,0,0,
4395,48.87508,73.66937,58.46,100,-5.73,320.27,0.63,0.32,-3.98,0,1,0,0,1,0,0,0,0,0,Sudden brake with acceleration -5.73 m/s² (below -6 threshold)
4396,48.87704,73.66724,0.0,100,-8.28,312.62,1.24,0.62,-2.42,1,1,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 58.5 km/h and hard braking (-8.28 m/s²)
4397,48.87859,73.66529,88.69,100,-3.0,308.48,0.62,0.31,-1.0,0,0,0,2,0,0,0,0,0,0,
4398,48.88137,73.66126,31.27,40,-3.0,304.6,2.14,1.56,0.0,0,0,1,0,0,0,0,0,0,0,
4399,48.88328,73.65841,32.55,40,-7.33,303.83,0.41,0.29,-3.01,0,0,1,2,1,0,0,0,0,0,Sudden brake with acceleration -7.33 m/s² (below -6 threshold)
4400,48.8844,73.65674,20.0,60,4.84,303.85,0.01,0.01,2.3,0,0,2,1,0,1,0,0,0,0,Sudden acceleration with acceleration 4.84 m/s² (above +2 threshold)
4401,48.88504,73.65578,26.88,100,2.0,303.69,0.02,0.01,0.0,1,0,0,1,0,0,0,0,0,0,
4402,48.88845,73.65115,77.16,100,2.0,306.37,0.4,0.2,0.0,0,1,0,1,0,0,0,0,0,0,
4403,48.89078,73.64832,85.64,100,-3.0,309.47,0.46,0.23,-1.0,0,0,0,0,0,0,0,0,0,0,
4404,48.89299,73.64551,62.28,100,-3.0,308.18,0.19,0.1,0.0,2,1,0,1,0,0,0,0,0,0,
4405,48.89595,73.64214,24.33,40,-3.0,311.29,2.12,1.85,0.0,1,0,1,3,0,0,0,0,0,0,
4406,48.89853,73.63938,32.97,40,2.0,313.07,0.94,0.65,1.0,1,0,1,3,0,0,0,0,0,0,
4407,48.90148,73.63633,37.18,60,-3.0,314.05,0.6,0.38,-1.0,0,2,2,2,0,0,0,0,0,0,
4408,48.90406,73.63389,25.46,40,-3.0,316.6,1.68,1.42,0.0,1,0,1,1,0,0,0,0,0,0,
4409,48.90625,73.63191,26.15,40,2.0,317.88,0.83,0.69,1.0,0,1,1,2,0,0,0,0,0,0,
4410,48.91015,73.62862,38.48,60,2.0,319.85,1.18,0.73,0.0,0,1,2,2,0,0,0,0,0,0,
4411,48.96194,73.58467,33.45,40,2.0,319.68,0.09,0.06,0.0,0,0,1,3,0,0,0,0,0,0,
4412,48.96267,73.58419,78.0,100,-0.82,326.67,1.05,0.52,-1.0,1,0,0,1,0,0,0,0,0,0,
4413,48.9632,73.58396,31.48,40,-3.0,336.54,5.41,3.91,-1.0,1,0,1,0,0,0,0,0,0,0,
4414,48.96364,73.58384,20.17,40,5.28,344.74,6.52,6.48,2.84,1,0,1,0,0,1,0,0,0,0,Sudden acceleration with acceleration 5.28 m/s² (above +2 threshold)
4415,48.9645,73.58373,73.49,60,2.0,352.71,6.52,5.32,1.0,2,0,2,0,0,0,0,0,0,0,
4416,48.96509,73.5837,0.0,100,-8.83,357.09,0.66,0.33,-3.53,0,0,0,0,0,0,1,0,0,0,Sudden stop with speed drop of 73.5 km/h and hard braking (-8.83 m/s²)
4417,48.96638,73.58364,82.28,100,2.0,357.34,0.04,0.02,0.0,0,1,0,2,0,0,0,0,0,0,
4418,48.9678,73.58305,81.46,100,1.23,337.44,2.98,1.49,-0.77,1,0,0,0,0,0,0,0,0,0,
4419,48.97016,73.58188,144.05,100,-3.0,333.63,0.57,0.29,-1.0,0,0,0,1,0,0,0,0,0,1,Speeding at 144.05 km/h with limit 100 km/h (44% over)
4420,48.97203,73.58068,48.13,60,-3.0,327.31,3.09,1.6,0.0,0,0,2,3,0,0,0,0,0,0,
4421,48.97279,73.58014,20.86,40,-3.0,324.61,2.09,2.03,0.0,1,0,1,3,0,0,0,0,0,0,
4422,48.98159,73.5712,27.96,40,2.0,314.55,6.1,4.82,1.0,2,0,1,3,0,0,0,0,0,0,
4423,48.98325,73.56966,53.8,60,2.0,317.15,1.15,0.57,0.0,0,0,2,0,0,0,0,0,0,0,
4424,48.98838,73.56452,79.11,100,2.0,314.94,0.33,0.17,0.0,0,0,0,2,0,0,0,0,0,0,
4425,48.98991,73.56302,132.45,100,-1.59,315.57,0.09,0.05,-1.0,1,0,0,2,0,0,0,0,0,1,Speeding at 132.45 km/h with limit 100 km/h (32% over)
4426,48.99078,73.56228,75.28,100,-3.0,319.62,0.61,0.3,-1.0,0,0,0,0,0,0,0,0,0,0,
4427,48.99226,73.56097,44.56,40,-3.0,318.49,0.46,0.25,0.0,1,0,1,3,0,0,0,0,0,0,
4428,48.99237,73.56086,42.53,40,2.0,315.0,1.47,0.84,1.0,0,0,1,2,0,0,0,0,0,0,
4429,48.99427,73.5588,74.58,100,2.0,312.69,0.35,0.17,0.0,1,0,0,3,0,0,0,0,0,0,
4430,48.9958,73.55706,104.0,100,-3.0,311.33,0.2,0.1,-1.0,0,0,0,2,0,0,0,0,0,0,
4431,48.99954,73.55322,56.98,40,-3.0,314.24,2.01,1.76,0.0,0,1,1,2,0,0,0,0,0,1,Speeding at 56.98 km/h with limit 40 km/h (42% over)
4432,49.00262,73.55009,32.83,60,2.0,314.54,0.2,0.14,1.0,1,1,2,1,0,0,0,0,0,0,
4433,49.00447,73.54845,50.35,100,2.0,318.44,0.71,0.35,0.0,2,0,0,3,0,0,0,0,0,0,
4434,49.00639,73.54702,44.45,60,-3.0,323.32,2.56,1.41,-1.0,0,0,2,1,0,0,0,0,0,0,
4435,49.00754,73.54628,16.33,40,-3.0,327.24,3.67,4.19,0.0,2,0,1,3,0,0,0,0,0,0,
4436,49.00872,73.54558,53.98,40,2.0,329.32,1.7,1.73,1.0,0,3,1,2,0,0,0,0,0,1,Speeding at 53.98 km/h with limit 40 km/h (35% over)
4437,49.01048,73.54482,33.78,40,3.71,336.64,3.78,2.59,2.08,0,1,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 3.71 m/s² (above +2 threshold)
4438,49.01186,73.54433,46.67,40,2.0,340.45,2.99,2.94,1.0,1,3,1,1,0,0,0,0,0,0,
4439,49.01282,73.54405,58.02,100,0.02,343.74,0.52,0.26,-1.0,1,0,0,1,0,0,0,0,0,0,
4440,49.01343,73.54388,20.56,40,2.0,344.43,0.54,0.53,1.0,0,3,1,1,0,0,0,0,0,0,
4441,49.01518,73.5436,125.73,100,2.0,350.91,0.97,0.49,0.0,1,0,0,1,0,0,0,0,0,1,Speeding at 125.73 km/h with limit 100 km/h (26% over)
4442,49.01675,73.5434,86.95,40,2.0,352.74,1.0,0.72,0.0,1,0,1,3,0,0,0,0,0,0,
4443,49.01786,73.5434,0.0,100,-6.46,0.0,25.0,12.5,-2.07,0,0,0,2,0,0,1,0,0,0,Sudden stop with speed drop of 87.0 km/h and hard braking (-6.46 m/s²)
4444,49.01907,73.54332,45.33,60,-3.0,356.22,25.0,13.55,-1.0,0,1,2,3,0,0,0,0,0,0,
4445,49.02037,73.54313,18.53,60,-3.0,351.68,5.01,5.26,0.0,2,1,2,0,0,0,0,0,0,0,
4446,49.02163,73.54288,22.69,40,1.19,348.78,2.1,1.93,1.0,2,0,1,3,0,0,0,0,0,0,
4447,49.02318,73.54244,21.4,40,2.0,344.15,3.5,3.35,0.81,0,0,1,2,0,0,0,0,0,0,
4448,49.0245,73.54197,49.01,100,2.0,340.4,0.69,0.35,0.0,0,2,0,3,0,0,0,0,0,0,
4449,49.02591,73.54132,52.96,60,-3.0,335.25,2.31,1.16,-1.0,0,0,2,1,0,0,0,0,0,0,
4450,49.02743,73.54044,5.0,40,2.0,329.93,10.64,21.28,1.0,2,3,1,2,0,0,0,0,0,0,
4451,49.02897,73.53958,92.31,100,2.0,330.82,0.13,0.07,0.0,0,0,0,2,0,0,0,0,0,0,
4452,49.03056,73.53881,34.25,40,-3.0,334.16,1.7,1.15,-1.0,1,0,1,3,0,0,0,0,0,0,
4453,49.03205,73.53823,71.31,40,2.0,338.73,2.66,2.03,1.0,1,1,1,2,0,0,0,0,0,0,
4454,49.03336,73.53782,0.0,100,-8.5,342.62,0.58,0.29,-3.4,0,0,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 71.3 km/h and hard braking (-8.5 m/s²)
4455,49.03497,73.53748,40.5,40,2.0,348.08,2.4,1.42,0.0,0,0,1,0,0,0,0,0,0,0,
4456,49.03585,73.53735,77.5,100,-3.0,13.47,41.83,33.46,-1.0,0,1,0,2,0,0,0,1,0,0,Sudden turn with yaw rate 41.83 deg/s (above 25 threshold) at speed 77.5 km/h
4457,49.0382,73.53733,26.36,40,-3.0,359.51,5.05,4.17,0.0,0,1,1,1,0,0,0,0,0,0,
4458,49.04071,73.53733,23.79,40,2.0,0.0,25.0,22.2,1.0,0,3,1,1,0,0,0,0,0,0,
4459,49.04187,73.53745,74.72,60,-1.53,5.91,2.89,1.5,-1.0,0,0,2,1,0,0,0,0,0,1,Speeding at 74.72 km/h with limit 60 km/h (25% over)
4460,49.04347,73.53767,20.11,40,-1.98,7.83,1.53,1.53,-0.45,0,0,1,3,0,0,0,0,0,0,
4461,49.04438,73.53763,43.31,60,-1.14,29.4,27.54,22.03,0.84,1,0,2,2,0,0,0,1,0,0,Sudden turn with yaw rate 27.54 deg/s (above 25 threshold) at speed 43.31 km/h
4462,49.04495,73.53761,17.39,40,2.0,357.99,0.45,0.5,1.0,0,3,1,0,0,0,0,0,0,0,
4463,49.04498,73.53761,89.13,100,2.0,0.0,25.0,12.5,0.0,0,0,0,0,0,0,0,0,0,0,
4464,49.04639,73.53751,78.51,100,-3.0,355.94,25.0,12.5,-1.0,0,1,0,2,0,0,0,0,0,0,
4465,49.04824,73.53715,31.61,40,1.13,348.99,3.8,2.74,1.0,0,0,1,2,0,0,0,0,0,0,
4466,49.06438,73.53706,81.23,100,-2.03,359.68,1.6,0.8,-1.0,1,0,0,1,0,0,0,0,0,0,
4467,49.06487,73.53706,26.73,40,-3.0,0.0,25.0,20.42,-0.97,2,0,1,0,0,0,0,0,0,0,
4468,49.06945,73.53704,50.91,100,2.0,359.75,25.0,12.5,1.0,1,0,0,0,0,0,0,0,0,0,
4469,49.06945,73.53704,34.3,40,-0.96,0.0,25.0,16.93,-1.0,0,0,1,1,0,0,0,0,0,0,
4470,49.07287,73.53702,48.61,60,2.0,359.66,25.0,12.8,1.0,0,0,2,2,0,0,0,0,0,0,
4471,49.07374,73.5369,109.28,100,0.9,352.15,1.13,0.56,-1.0,0,0,0,1,0,0,0,0,0,0,
4472,49.07415,73.53677,50.78,60,-3.0,342.41,4.54,2.27,-1.0,0,1,2,2,0,0,0,0,0,0,
4473,49.07455,73.53656,24.65,40,-3.0,332.3,6.82,5.9,0.0,0,0,1,0,0,0,0,0,0,0,
4474,49.0766,73.5353,29.19,60,2.0,328.42,2.95,2.26,1.0,2,0,2,3,0,0,0,0,0,0,
4475,49.07711,73.53488,86.18,100,2.0,320.53,1.18,0.59,0.0,1,0,0,1,0,0,0,0,0,0,
4476,49.07711,73.53488,42.76,40,-3.0,0.0,25.0,14.22,-1.0,0,0,1,1,0,0,0,0,0,0,
4477,49.07773,73.5345,21.21,40,-3.0,328.5,25.0,24.03,0.0,1,0,1,1,0,0,0,0,0,0,
4478,49.07789,73.53439,17.25,40,2.0,325.49,2.7,2.97,1.0,2,0,1,2,0,0,0,0,0,0,
4479,49.07875,73.53372,34.04,40,2.0,322.08,1.75,1.19,0.0,0,0,1,1,0,0,0,0,0,0,
4480,49.08158,73.53169,27.76,40,5.13,324.35,1.38,1.1,2.86,0,0,1,2,0,1,0,0,0,0,Sudden acceleration with acceleration 5.13 m/s² (above +2 threshold)
4481,49.08174,73.53158,36.08,40,2.0,325.49,0.61,0.43,1.0,1,1,1,1,0,0,0,0,0,0,
4482,49.08575,73.52867,79.11,60,2.0,324.03,0.91,0.58,0.0,0,0,2,0,0,0,0,0,0,1,Speeding at 79.11 km/h with limit 60 km/h (32% over)
4483,49.08583,73.52862,62.99,60,-3.0,327.99,1.55,0.77,-1.0,0,0,2,2,0,0,0,0,0,0,
4484,49.08588,73.52855,22.1,40,-3.0,305.54,16.57,15.49,0.0,1,2,1,3,0,0,0,0,0,0,
4485,49.09183,73.52427,45.03,60,2.0,324.27,9.74,5.31,1.0,0,1,2,3,0,0,0,0,0,0,
4486,49.09237,73.5239,29.61,40,2.0,325.58,0.76,0.57,0.0,0,0,1,1,0,0,0,0,0,0,
4487,49.09469,73.52202,73.68,100,2.0,320.98,0.69,0.35,0.0,0,0,0,0,0,0,0,0,0,0,
4488,49.09566,73.52122,53.47,100,-3.0,320.49,0.08,0.04,-1.0,2,0,0,2,0,0,0,0,0,0,
4489,49.0966,73.52038,61.96,100,-3.0,318.22,0.34,0.17,0.0,0,2,0,3,0,0,0,0,0,0,
4490,49.09784,73.51906,40.08,40,-3.0,313.21,2.22,1.33,0.0,0,0,1,1,0,0,0,0,0,0,
4491,49.10035,73.51585,23.04,40,-3.0,308.02,3.7,3.36,0.0,2,0,1,0,0,0,0,0,0,0,
4492,49.10237,73.5128,21.59,40,2.0,303.52,3.39,3.22,1.0,0,3,1,2,0,0,0,0,0,0,
4493,49.10464,73.50907,46.98,60,2.0,301.32,1.1,0.58,0.0,0,1,2,3,0,0,0,0,0,0,
4494,49.10816,73.50316,91.49,100,2.0,300.78,0.08,0.04,0.0,0,0,0,1,0,0,0,0,0,0,
4495,49.10873,73.50221,75.76,100,-3.0,300.96,0.03,0.01,-1.0,0,0,0,2,0,0,0,0,0,0,
4496,49.10949,73.50097,56.34,100,-3.0,301.5,0.09,0.04,0.0,2,1,0,3,0,0,0,0,0,0,
4497,49.111,73.49883,49.94,60,-3.0,305.21,1.75,0.88,0.0,1,0,2,3,0,0,0,0,0,0,
4498,49.11169,73.4981,26.42,40,2.0,313.39,5.21,4.29,1.0,1,0,1,1,0,0,0,0,0,0,
4499,49.11258,73.4971,79.52,100,2.0,311.67,0.26,0.13,0.0,0,1,0,2,0,0,0,0,0,0,
4500,49.1131,73.49653,66.68,60,-3.0,312.37,0.48,0.34,-1.0,1,1,2,0,0,0,0,0,0,0,
4501,49.11387,73.49582,0.0,100,-8.88,317.32,0.74,0.37,-4.5,0,2,0,1,0,0,1,0,0,0,Sudden stop with speed drop of 66.7 km/h and hard braking (-8.88 m/s²)
4502,49.11982,73.49165,43.1,60,-3.0,324.98,4.14,2.34,-1.0,1,0,2,1,0,0,0,0,0,0,
4503,49.12392,73.48888,31.35,40,-3.0,325.96,0.54,0.39,0.0,0,1,1,2,0,0,0,0,0,0,
4504,49.12525,73.48812,35.19,60,2.0,330.26,2.78,1.85,1.0,1,0,2,2,0,0,0,0,0,0,
4505,49.12641,73.48743,83.42,100,-5.9,329.25,0.15,0.08,-2.43,0,0,0,1,1,0,0,0,0,0,Sudden brake with acceleration -5.9 m/s² (below -6 threshold)
4506,49.12671,73.48726,66.06,60,-3.0,330.46,0.62,0.33,-1.0,0,1,2,3,0,0,0,0,0,0,
4507,49.12699,73.48706,21.77,40,-3.0,324.46,4.48,4.23,0.0,0,3,1,0,0,0,0,0,0,0,
4508,49.12755,73.48665,11.52,40,2.0,323.79,0.81,1.13,1.0,2,3,1,1,0,0,0,0,0,0,
4509,49.12867,73.48584,69.55,100,1.52,324.13,0.05,0.03,-0.48,0,1,0,2,0,0,0,0,0,0,
4510,49.12973,73.48499,15.17,40,1.06,321.27,2.83,3.37,-0.47,0,3,1,0,0,0,0,0,0,0,
4511,49.13201,73.48324,72.08,100,2.0,322.49,0.18,0.09,0.94,0,1,0,2,0,0,0,0,0,0,
4512,49.13488,73.48126,40.69,100,-3.0,325.4,0.64,0.38,-1.0,2,1,0,0,0,0,0,0,0,0,
4513,49.14273,73.47588,44.12,60,-3.0,325.58,0.09,0.05,0.0,0,0,2,2,0,0,0,0,0,0,
4514,49.14513,73.47423,32.91,60,4.05,325.49,0.06,0.04,2.04,1,1,2,1,0,1,0,0,0,0,Sudden acceleration with acceleration 4.05 m/s² (above +2 threshold)
4515,49.15127,73.46999,39.17,100,2.0,325.37,0.02,0.01,0.0,1,0,0,3,0,0,0,0,0,0,
4516,49.16049,73.46365,83.44,100,-3.0,325.49,0.02,0.01,-1.0,0,0,0,2,0,0,0,0,0,0,
4517,49.16496,73.46057,26.73,40,-3.0,325.43,0.03,0.03,0.0,1,0,1,2,0,0,0,0,0,0,
4518,49.17613,73.45274,89.47,40,2.0,324.97,0.22,0.14,1.0,0,0,1,2,0,0,0,0,0,0,
